location name,nws shef id,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum
Medicine Knoll Creek near Canning,MKCS2,,44.396753,-100.027439,ABR,MBRFC,SD,Hughes,,CST6CDT,FALSE,,1531,1532,1538,1541,ft,,https://water.noaa.gov/gauges/MKCS2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,SD-DANR,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Marsh Creek at Dainty Ave,MKDC1,,37.9325,-121.7111,MTR,CNRFC,CA,Contra Costa,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKDC1,HGIRR,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Contra Costa Flood Control District,,FALSE,FALSE,FALSE,FALSE,,,,,,
Mosquito Fork below Kechumstuk,MKEA2,15310002,64.01611111,-142.5447222,AFG,APRFC,AK,Southeast Fairbanks,,AST9ADT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKEA2,HGIRZ,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Arkansas River near Muskogee,MKGO2,7194500,35.76944444,-95.29694444,TSA,ABRFC,OK,Muskogee,,CST6CDT,FALSE,,27,28,32,34,ft,,https://water.noaa.gov/gauges/MKGO2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,471.67,,,,
Manatee River near Myakka Head at SR 64,MKHF1,2299950,27.47333333,-82.21138889,TBW,SERFC,FL,Manatee,,EST5EDT,FALSE,,9.5,11,15,17,ft,,https://water.noaa.gov/gauges/MKHF1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,40.93,,,,
Makaha Stream near Makaha,MKHH1,16211600,21.50158333,-158.1801667,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,5,-9999,9.5,ft,,https://water.noaa.gov/gauges/MKHH1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Calumet Union Drainage Canal at Markham,MKHI2,5536310,41.5967,-87.665722,LOT,NCRFC,IL,Cook,,CST6CDT,FALSE,,9,10,10.5,11.5,ft,,https://water.noaa.gov/gauges/MKHI2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,597.14,,,,
Montecito Creek near Montecito,MKKC1,,34.42972222,-119.6405556,LOX,CNRFC,CA,Santa Barbara,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKKC1,HGIRR,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Santa Barbara County ,,FALSE,FALSE,FALSE,FALSE,,,,,,
Ohio River at Markland Lower,MKLK2,3277200,38.77525,-84.972389,ILN,OHRFC,KY,Gallatin,,EST5EDT,FALSE,,49,51,62,74,ft,,https://water.noaa.gov/gauges/MKLK2,HTIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,U.S. Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,NAVD88,406.65,,,,
Snake River (NW MN) above Warren,MKLM5,5085450,48.20972222,-96.71805556,FGF,NCRFC,MN,Marshall,,CST6CDT,FALSE,,66,67,71,75,ft,,https://water.noaa.gov/gauges/MKLM5,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Snake River Watershed District,,TRUE,TRUE,TRUE,TRUE,NAVD88,800.51,,,,
Missouri River near Maskell,MKLN1,6478526,42.71469444,-96.9436111,FSD,MBRFC,NE,Dixon,,CST6CDT,FALSE,,28,30,32,34,ft,,https://water.noaa.gov/gauges/MKLN1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1100.41,,,,
Mine Kill near North Blenheim,MKLN6,1350140,42.42888889,-74.473056,ALY,NERFC,NY,Schoharie,,EST5EDT,FALSE,,8,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKLN6,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1060.13,,,,
McKenzie River below Leaburg Dam,MKLO3,14163150,44.12388889,-122.6263889,PQR,NWRFC,OR,Lane,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKLO3,HGIRZ,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Moose Creek near Kantishna,MKNA2,,63.51611111,-150.9102778,AFG,APRFC,AK,Denali,,AST9ADT,FALSE,,6.7,7.2,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKNA2,HGIRZ,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of the National Weather Service,,FALSE,FALSE,FALSE,FALSE,STND,0,,,,
Nottoway River near MCKENNEY,MKNV2,2045320,36.90111111,-77.67361111,AKQ,SERFC,VA,Brunswick,,EST5EDT,FALSE,,10.5,12.5,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKNV2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,144.79,,,,
Nisqually River at McKenna,MKNW1,12089500,46.93361111,-122.5597222,SEW,NWRFC,WA,Thurston,,PST8PDT,FALSE,,8,10,13,14,ft,,https://water.noaa.gov/gauges/MKNW1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NGVD29,285.47,,,,
Republican River at McCook,MKRN1,6837000,40.1875,-100.6180556,GLD,MBRFC,NE,Red Willow,,CST6CDT,FALSE,,8,9,11,13,ft,,https://water.noaa.gov/gauges/MKRN1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Makiki Stream at King St.,MKSH1,16238000,21.29666667,-157.8366667,HFO,APRFC,HI,Honolulu,,HST10,FALSE,,-9999,8,-9999,9,ft,,https://water.noaa.gov/gauges/MKSH1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Coldwater River at Marks,MKSM6,7275950,34.2562224,-90.2659263,MEG,LMRFC,MS,Quitman,,CST6CDT,FALSE,,35,39,41,43,ft,,https://water.noaa.gov/gauges/MKSM6,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,NGVD29,120.71,,,,
Mathis Creek at US 190 near Kurten,MKTT2,8111006,30.75761111,-96.297475,HGX,WGRFC,TX,Brazos,,CST6CDT,FALSE,,280,283,287,292.5,ft,,https://water.noaa.gov/gauges/MKTT2,HGIRA,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,TRUE,FALSE,TRUE,Observations courtesy of US Geological Service,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Little Otter Creek near Ferrisburgh,MKTV1,4282629,44.185725,-73.1848694,BTV,NERFC,VT,Addison,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKTV1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,236.62,,,,
Guadalupe River  MCKENZIE,MKZC1,,37.2203,-122.056,MTR,CNRFC,CA,Santa Clara,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKZC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,San Jose Water,,FALSE,FALSE,FALSE,FALSE,,,,,,
Tule Draw at Mackenzie Reservior,MKZT2,7298100,34.54527778,-101.4377778,LUB,ABRFC,TX,Briscoe,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MKZT2,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,0,,,,
Black River 5 miles W of Malaga,MLAN5,8405500,32.22908889,-104.1518528,MAF,WGRFC,NM,Eddy,,MST7MDT,FALSE,,12,18,21,22,ft,,https://water.noaa.gov/gauges/MLAN5,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,3071.17,,,,
Brushy Creek at MILLS AVEUNE,MLAS1,,34.82666667,-82.41111111,GSP,SERFC,SC,Greenville,,EST5EDT,FALSE,,9,11,15,20,ft,,https://water.noaa.gov/gauges/MLAS1,HGIRZ,FALSE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,"Greenville County and Woolpert, Inc",,FALSE,FALSE,FALSE,FALSE,,,,,,
Sabine River near Mineola,MLAT2,8018500,32.61361111,-95.48555556,SHV,WGRFC,TX,Wood,,CST6CDT,FALSE,,13.5,14,18,21,ft,,https://water.noaa.gov/gauges/MLAT2,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Moses Lake at Moses Lake,MLAW1,12471000,47.10292,-119.3184,OTX,NWRFC,WA,Grant,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLAW1,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,USBR - Pac NW Region ,,FALSE,FALSE,FALSE,FALSE,NGVD29,1040,,,,
Mulberry River (AR) near Mulberry,MLBA4,7252000,35.57694444,-94.01527778,TSA,ABRFC,AR,Franklin,,CST6CDT,FALSE,,10,18,20,22,ft,,https://water.noaa.gov/gauges/MLBA4,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,USGS/USACE/ADEQ,,TRUE,TRUE,TRUE,TRUE,NAVD88,433,,,,
Cottonwood River at Marion Reservoir,MLBK1,,38.3722,-97.0819,ICT,ABRFC,KS,Marion,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLBK1,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,NAVD88,1301,,,,
Big Butte Creek near McLEOD,MLBO3,14337500,42.6512372,-122.6914288,MFR,NWRFC,OR,Jackson,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLBO3,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,1525.95,,,,
Middle Fork Popo Agie River near Lander,MLBW4,,42.81164,-108.7451,RIW,MBRFC,WY,Fremont,,MST7MDT,FALSE,,4,5,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLBW4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Mulchatna River near New Stuyahok,MLCA2,15302300,59.8376227,-156.6938693,AFC,APRFC,AK,Lake and Peninsula,,AST9ADT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLCA2,HGIRG,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
St. Francis River at Mill Creek,MLCM7,7035800,37.502417,-90.457889,LSX,LMRFC,MO,Madison,,CST6CDT,FALSE,,14,16,27,29,ft,,https://water.noaa.gov/gauges/MLCM7,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,556.19,,,,
Milliken Reservoir  ,MLDC1,,38.37777778,-122.2283333,MTR,CNRFC,CA,Napa,,PST8PDT,FALSE,,923,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLDC1,HPIRR,FALSE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,City of Napa,,FALSE,FALSE,FALSE,FALSE,,,,,,
Malad River near Gooding,MLDI1,13152500,42.88638889,-114.8030556,BOI,NWRFC,ID,Gooding,,MST7MDT,FALSE,,8.3,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLDI1,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,3345,,,,
Comite River at Port Hudson-Pride Rd. near Milldale,MLDL1,7377600,30.70222222,-91.05111111,LIX,LMRFC,LA,East Baton Rouge,,EST5CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLDL1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Minnesota River below Marsh Lake Dam (Tailwater),MLDM5,,45.171181,-96.093734,MPX,NCRFC,MN,Lac qui Parle,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLDM5,HTIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Obs courtesy of US Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,,,,,,
South Papillion Creek at Wehrspann Lake,MLDN1,,41.1727,-96.1508,OAX,MBRFC,NE,Sarpy,,CST6CDT,FALSE,,1097.08,1100.48,-9999,1120,ft,,https://water.noaa.gov/gauges/MLDN1,HPIRG,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Tide Gauge at Mullet Key (In MHHW),MLEF1,,27.621658,-82.72734,TBW,SERFC,FL,Pinellas,,EST5EDT,FALSE,,2,3,4,5,ft,,https://water.noaa.gov/gauges/MLEF1,HCIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Ichawaynochaway Creek at Milford,MLFG1,2353500,31.38277778,-84.54638889,TAE,SERFC,GA,Baker,,EST5EDT,FALSE,,8,11,13,18,ft,,https://water.noaa.gov/gauges/MLFG1,HGIRG,TRUE,,0.8 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NGVD29,150.3,,,,
Republican River at Milford Lake,MLFK1,6857050,39.07611111,-96.89944444,TOP,MBRFC,KS,Geary,,CST6CDT,FALSE,,1213,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLFK1,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,FALSE,TRUE,NAVD88,0,,,,
Yellow River (AL) at Milligan,MLGF1,2368000,30.75277778,-86.62916667,MOB,SERFC,FL,Okaloosa,,CST6CDT,FALSE,,7,12,15,18,ft,,https://water.noaa.gov/gauges/MLGF1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,45,,,,
Oconee River at Milledgeville,MLGG1,2223000,33.08944444,-83.21555556,FFC,SERFC,GA,Baldwin,,EST5EDT,FALSE,,20,22,32,38,ft,,https://water.noaa.gov/gauges/MLGG1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,230.3,,,,
Pecos River 3 miles ESE of Malaga,MLGN5,8406500,32.20754167,-104.023875,MAF,WGRFC,NM,Eddy,,MST7MDT,FALSE,,20,30,35,42,ft,,https://water.noaa.gov/gauges/MLGN5,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,2895.87,,,,
Little Miami River at Milford,MLGO1,3245500,39.17138889,-84.29805556,ILN,OHRFC,OH,Clermont,,EST5EDT,FALSE,,13,17,22,27,ft,,https://water.noaa.gov/gauges/MLGO1,HGIRG,TRUE,,98 cfs,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,493.63,,,,
Little Haynes Creek at Dial Mill Road near Milstead,MLHG1,2207435,33.71111111,-83.91444444,FFC,SERFC,GA,Rockdale,,EST5EDT,FALSE,,8,10,13,16,ft,,https://water.noaa.gov/gauges/MLHG1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,645.93,,,,
Medicine Lodge Creek near Hyattville,MLHW4,,44.29431,-107.54025,RIW,MBRFC,WY,Big Horn,,MST7MDT,FALSE,,4,4.5,5,-9999,ft,,https://water.noaa.gov/gauges/MLHW4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Sacramento-San Joaquin Delta at Mallard Island,MLIC1,,38.04277778,-121.92,STO,CNRFC,CA,Contra Costa,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLIC1,HGIRZ,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Rock River at Moline,MLII2,,41.4625,-90.5,DVN,NCRFC,IL,Rock Island,,CST6CDT,FALSE,,11,12,13,14,ft,,https://water.noaa.gov/gauges/MLII2,HGIRG,TRUE,, ,"Forecasts are issued routinely during the warm season, and as needed at other times of the year.",FALSE,FALSE,TRUE,U.S. Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,NGVD29,551.34,,,,
McMullen Creek above Lincrest Place,MLIN7,214668150,35.17027778,-80.78555556,GSP,SERFC,NC,Mecklenburg,,EST5EDT,FALSE,,7,7.5,9,10,ft,,https://water.noaa.gov/gauges/MLIN7,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,654.84,,,,
Pecan Bayou near Mullin,MLIT2,8143600,31.51722222,-98.74027778,SJT,WGRFC,TX,Mills,,CST6CDT,FALSE,,25,45,50,53,ft,,https://water.noaa.gov/gauges/MLIT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Mill Creek (WA) near Walla Walla,MLKW1,14013000,46.00791557,-118.1185595,PDT,NWRFC,WA,Walla Walla,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLKW1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,2000,,,,
Mille Lacs Lake at Cove Bay,MLLM5,5284000,46.11,-93.61888889,MPX,NCRFC,MN,Mille Lacs,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLLM5,HLIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Obs courtesy of USGS (05284000),,FALSE,FALSE,FALSE,FALSE,NGVD29,1240.4,,,,
Mills Branch above Bridgeton,MLLN7,,35.1773,-77.0539,MHX,SERFC,NC,Craven,,EST5EDT,FALSE,,11,12.5,14.5,16,ft,,https://water.noaa.gov/gauges/MLLN7,HGIRR,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,NC Department of Public Safety,,FALSE,FALSE,FALSE,FALSE,,,,,,
Big Creek at Millington,MLLT1,,35.33444444,-89.91777778,MEG,LMRFC,TN,Shelby,,CST6CDT,FALSE,,26,34,38,42,ft,,https://water.noaa.gov/gauges/MLLT1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,NGVD29,211.42,,,,
Mill Creek (WA) at Walla Walla,MLLW1,14015000,46.0762483,-118.2735722,PDT,NWRFC,WA,Walla Walla,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLLW1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1120,,,,
Tygart Valley River at Mill Creek,MLLW2,,38.73138889,-79.95916667,RLX,OHRFC,WV,Randolph,,EST5EDT,FALSE,,10,11,14.5,16.5,ft,,https://water.noaa.gov/gauges/MLLW2,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,NAVD88,1994.395,,,,
Mill Creek near Los Molinas,MLMC1,11381500,40.0546022,-122.0241541,STO,CNRFC,CA,Tehama,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLMC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,384.25,,,,
Honey Creek at Melmore,MLMO1,4197100,41.022278,-83.10964,CLE,OHRFC,OH,Seneca,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLMO1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,816.21,,,,
Big Coldwater Creek near Milton,MLNF1,2370500,30.70833333,-86.97222222,MOB,SERFC,FL,Santa Rosa,,CST6CDT,FALSE,,5,10,15,23,ft,,https://water.noaa.gov/gauges/MLNF1,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,9.1,,,,
Mill Creek (IL) at Milan,MLNI2,5448000,41.44225587,-90.5559686,DVN,NCRFC,IL,Rock Island,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLNI2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,565.23,,,,
Chippewa River (MN) near Milan,MLNM5,5304500,45.10833333,-95.79861111,MPX,NCRFC,MN,Chippewa,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLNM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Obs courtesy of US Geological Survey (05304500),,FALSE,FALSE,TRUE,FALSE,,,,,,
Tuscarawas River at Massillon,MLNO1,3117000,40.7875,-81.523056,CLE,OHRFC,OH,Stark,,EST5EDT,FALSE,,14.5,18,20,23,ft,,https://water.noaa.gov/gauges/MLNO1,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,911.4,,,,
Mill Creek near Piedra,MLPC1,,36.819,-119.3409,HNX,CNRFC,CA,Fresno,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLPC1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,NGVD29,550,,,,
Snake River at Milner Lower Power Plant,MLPI1,,42.52697,-114.03729,BOI,NWRFC,ID,Twin Falls,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/MLPI1,QRIRZ,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Ohio River at McAlpine Lower,MLPK2,3294500,38.28027778,-85.79916667,LMK,OHRFC,KY,Jefferson,,EST5EDT,FALSE,,53,55,65,73,ft,,https://water.noaa.gov/gauges/MLPK2,HTIRG,TRUE,,9 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,NGVD29,373.18,,,,
Fall Creek (IN) at Millersville,MLRI3,3352500,39.85194444,-86.0875,IND,OHRFC,IN,Marion,,EST5EDT,FALSE,,7,10,12,-9999,ft,,https://water.noaa.gov/gauges/MLRI3,HGIRG,TRUE,,37 cfs,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,721.73,,,,
